Tỉnh Cũ,Huyện Cũ,Xã Cũ,Tỉnh Mới,Huyện Mới,Xã Mới,Nghị Quyết,Ngày Hiệu Lực
Vĩnh Phúc,Sông Lô,Nhạo Sơn,Phú Thọ,,#N/A,,
Vĩnh Phúc,Sông Lô,Thị trấn Tam Sơn,Phú Thọ,,#N/A,,
Vĩnh Phúc,Sông Lô,Như Thụy,Phú Thọ,,#N/A,,
Vĩnh Phúc,Sông Lô,Yên Thạch,Phú Thọ,,#N/A,,
Vĩnh Phúc,Sông Lô,Đồng Thịnh,Phú Thọ,,Xã Đồng Thịnh,,
Vĩnh Phúc,Sông Lô,Tứ Yên,Phú Thọ,,#N/A,,
Vĩnh Phúc,Sông Lô,Đức Bác,Phú Thọ,,#N/A,,
Vĩnh Phúc,Sông Lô,Cao Phong,Phú Thọ,,Xã Cao Phong,,
Bắc Ninh,Bắc Ninh,Vũ Ninh,Bắc Ninh,,Phường Vũ Ninh,,
Bắc Ninh,Bắc Ninh,Đáp Cầu,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Thị Cầu,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Kinh Bắc,Bắc Ninh,,Phường Kinh Bắc,,
Bắc Ninh,Bắc Ninh,Vệ An,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Tiền An,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Đại Phúc,Bắc Ninh,,Xã Đại Phúc,,
Bắc Ninh,Bắc Ninh,Ninh Xá,Bắc Ninh,,Phường Ninh Xá,,
Bắc Ninh,Bắc Ninh,Suối Hoa,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Võ Cường,Bắc Ninh,,Phường Võ Cường,,
Bắc Ninh,Bắc Ninh,Hòa Long,Bắc Ninh,,Xã Hòa Long,,
Bắc Ninh,Bắc Ninh,Vạn An,Bắc Ninh,,Xã Vạn An,,
Bắc Ninh,Bắc Ninh,Khúc Xuyên,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Phong Khê,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Kim Chân,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Vân Dương,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Nam Sơn,Bắc Ninh,,Phường Nam Sơn,,
Bắc Ninh,Bắc Ninh,Khắc Niệm,Bắc Ninh,,#N/A,,
Bắc Ninh,Bắc Ninh,Hạp Lĩnh,Bắc Ninh,,Phường Hạp Lĩnh,,
Bắc Ninh,Yên Phong,Thị trấn Chờ,Bắc Ninh,,#N/A,,
Bắc Ninh,Yên Phong,Dũng Liệt,Bắc Ninh,,#N/A,,
Bắc Ninh,Yên Phong,Tam Đa,Bắc Ninh,,Xã Tam Đa,,
Bắc Ninh,Yên Phong,Tam Giang,Bắc Ninh,,Xã Tam Giang,,
Bắc Ninh,Yên Phong,Yên Trung,Bắc Ninh,,Xã Yên Trung,,
Bắc Ninh,Yên Phong,Thụy Hòa,Bắc Ninh,,#N/A,,
Bắc Ninh,Yên Phong,Hòa Tiến,Bắc Ninh,,Xã Hòa Tiến,,
Bắc Ninh,Yên Phong,Đông Tiến,Bắc Ninh,,Xã Đông Tiến,,
Bắc Ninh,Yên Phong,Yên Phụ,Bắc Ninh,,#N/A,,
Bắc Ninh,Yên Phong,Trung Nghĩa,Bắc Ninh,,#N/A,,
Bắc Ninh,Yên Phong,Đông Phong,Bắc Ninh,,#N/A,,
Bắc Ninh,Yên Phong,Long Châu,Bắc Ninh,,Phường Long Châu,,
Bắc Ninh,Yên Phong,Văn Môn,Bắc Ninh,,Xã Văn Môn,,
Bắc Ninh,Yên Phong,Đông Thọ,Bắc Ninh,,Xã Đông Thọ,,
Bắc Ninh,Quế Võ,Thị trấn Phố Mới,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Việt Thống,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Đại Xuân,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Nhân Hòa,Bắc Ninh,,Phường Nhân Hòa,,
Bắc Ninh,Quế Võ,Bằng An,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Phương Liễu,Bắc Ninh,,Phường Phương Liễu,,
Bắc Ninh,Quế Võ,Quế Tân,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Phù Lương,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Phù Lãng,Bắc Ninh,,Xã Phù Lãng,,
Bắc Ninh,Quế Võ,Phượng Mao,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Việt Hùng,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Ngọc Xá,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Châu Phong,Bắc Ninh,,Xã Châu Phong,,
Bắc Ninh,Quế Võ,Bồng Lai,Bắc Ninh,,Phường Bồng Lai,,
Bắc Ninh,Quế Võ,Cách Bi,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Đào Viên,Bắc Ninh,,Xã Đào Viên,,
Bắc Ninh,Quế Võ,Yên Giả,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Mộ Đạo,Bắc Ninh,,#N/A,,
Bắc Ninh,Quế Võ,Đức Long,Bắc Ninh,,Xã Đức Long,,
Bắc Ninh,Quế Võ,Chi Lăng,Bắc Ninh,,Phường Chi Lăng,,
Bắc Ninh,Quế Võ,Hán Quảng,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Thị trấn Lim,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Phú Lâm,Bắc Ninh,,Xã Phú Lâm,,
Bắc Ninh,Tiên Du,Nội Duệ,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Liên Bão,Bắc Ninh,,Xã Liên Bão,,
Bắc Ninh,Tiên Du,Hiên Vân,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Hoàn Sơn,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Lạc Vệ,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Việt Đoàn,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Phật Tích,Bắc Ninh,,Xã Phật Tích,,
Bắc Ninh,Tiên Du,Tân Chi,Bắc Ninh,,Xã Tân Chi,,
Bắc Ninh,Tiên Du,Đại Đồng,Bắc Ninh,,Xã Đại Đồng,,
Bắc Ninh,Tiên Du,Tri Phương,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Minh Đạo,Bắc Ninh,,#N/A,,
Bắc Ninh,Tiên Du,Cảnh Hưng,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Đông Ngàn,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Tam Sơn,Bắc Ninh,,Phường Tam Sơn,,
Bắc Ninh,Thị xã Từ Sơn,Hương Mạc,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Tương Giang,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Phù Khê,Bắc Ninh,,Phường Phù Khê,,
Bắc Ninh,Thị xã Từ Sơn,Đồng Kỵ,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Trang Hạ,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Đồng Nguyên,Bắc Ninh,,Phường Đồng Nguyên,,
Bắc Ninh,Thị xã Từ Sơn,Châu Khê,Bắc Ninh,,Xã Châu Khê,,
Bắc Ninh,Thị xã Từ Sơn,Tân Hồng,Bắc Ninh,,Xã Tân Hồng,,
Bắc Ninh,Thị xã Từ Sơn,Đình Bảng,Bắc Ninh,,#N/A,,
Bắc Ninh,Thị xã Từ Sơn,Phù Chẩn,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Thị trấn Hồ,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Hoài Thượng,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Đại Đồng Thành,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Mão Điền,Bắc Ninh,,Xã Mão Điền,,
Bắc Ninh,Thuận Thành,Song Hồ,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Đình Tổ,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,An Bình,Bắc Ninh,,Phường An Bình,,
Bắc Ninh,Thuận Thành,Trí Quả,Bắc Ninh,,Phường Trí Quả,,
Bắc Ninh,Thuận Thành,Gia Đông,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Thanh Khương,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Trạm Lộ,Bắc Ninh,,Phường Trạm Lộ,,
Bắc Ninh,Thuận Thành,Xuân Lâm,Bắc Ninh,,Xã Xuân Lâm,,
Bắc Ninh,Thuận Thành,Hà Mãn,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Ngũ Thái,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Nguyệt Đức,Bắc Ninh,,Xã Nguyệt Đức,,
Bắc Ninh,Thuận Thành,Ninh Xá,Bắc Ninh,,Phường Ninh Xá,,
Bắc Ninh,Thuận Thành,Nghĩa Đạo,Bắc Ninh,,#N/A,,
Bắc Ninh,Thuận Thành,Song Liễu,Bắc Ninh,,Xã Song Liễu,,
Bắc Ninh,Gia Bình,Thị trấn Gia Bình,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Vạn Ninh,Bắc Ninh,,Xã Vạn Ninh,,
Bắc Ninh,Gia Bình,Thái Bảo,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Giang Sơn,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Cao Đức,Bắc Ninh,,Xã Cao Đức,,
Bắc Ninh,Gia Bình,Đại Lai,Bắc Ninh,,Xã Đại Lai,,
Bắc Ninh,Gia Bình,Song Giang,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Bình Dương,Bắc Ninh,,Xã Bình Dương,,
Bắc Ninh,Gia Bình,Lãng Ngâm,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Nhân Thắng,Bắc Ninh,,Xã Nhân Thắng,,
Bắc Ninh,Gia Bình,Xuân Lai,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Đông Cứu,Bắc Ninh,,Xã Đông Cứu,,
Bắc Ninh,Gia Bình,Đại Bái,Bắc Ninh,,#N/A,,
Bắc Ninh,Gia Bình,Quỳnh Phú,Bắc Ninh,,Xã Quỳnh Phú,,
Bắc Ninh,Lương Tài,Thị trấn Thứa,Bắc Ninh,,#N/A,,
Bắc Ninh,Lương Tài,An Thịnh,Bắc Ninh,,#N/A,,
Bắc Ninh,Lương Tài,Trung Kênh,Bắc Ninh,,Xã Trung Kênh,,
Bắc Ninh,Lương Tài,Phú Hòa,Bắc Ninh,,Xã Phú Hòa,,
Bắc Ninh,Lương Tài,Mỹ Hương,Bắc Ninh,,Xã Mỹ Hương,,
Bắc Ninh,Lương Tài,Tân Lãng,Bắc Ninh,,#N/A,,
Bắc Ninh,Lương Tài,Quảng Phú,Bắc Ninh,,Xã Quảng Phú,,
Bắc Ninh,Lương Tài,Trừng Xá,Bắc Ninh,,#N/A,,
Bắc Ninh,Lương Tài,Lai Hạ,Bắc Ninh,,#N/A,,
Bắc Ninh,Lương Tài,Trung Chính,Bắc Ninh,,Xã Trung Chính,,
Bắc Ninh,Lương Tài,Minh Tân,Bắc Ninh,,Xã Minh Tân,,
Bắc Ninh,Lương Tài,Bình Định,Bắc Ninh,,Xã Bình Định,,
Bắc Ninh,Lương Tài,Phú Lương,Bắc Ninh,,Xã Phú Lương,,
Bắc Ninh,Lương Tài,Lâm Thao,Bắc Ninh,,Xã Lâm Thao,,
Hải Dương,Hải Dương,Cẩm Thượng,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Bình Hàn,Hải Phòng,,Xã Bình Hàng Trung,,
Hải Dương,Hải Dương,Ngọc Châu,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Nhị Châu,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Quang Trung,Hải Phòng,,Xã Quang Trung,,
Hải Dương,Hải Dương,Nguyễn Trãi,Hải Phòng,,Xã Nguyễn Trãi,,
Hải Dương,Hải Dương,Phạm Ngũ Lão,Hải Phòng,,Xã Phạm Ngũ Lão,,
Hải Dương,Hải Dương,Trần Hưng Đạo,Hải Phòng,,Xã Trần Hưng Đạo,,
Hải Dương,Hải Dương,Trần Phú,Hải Phòng,,Xã Trần Phú,,
Hải Dương,Hải Dương,Thanh Bình,Hải Phòng,,Xã Thanh Bình,,
Hải Dương,Hải Dương,Tân Bình,Hải Phòng,,Xã Tân Bình,,
Hải Dương,Hải Dương,Lê Thanh Nghị,Hải Phòng,,Phường Lê Thanh Nghị,,
Hải Dương,Hải Dương,Hải Tân,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Tứ Minh,Hải Phòng,,Phường Tứ Minh,,
Hải Dương,Hải Dương,Việt Hoà,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Ái Quốc,Hải Phòng,,Xã Ái Quốc,,
Hải Dương,Hải Dương,An Thượng,Hải Phòng,,Xã Đan Thượng,,
Hải Dương,Hải Dương,Nam Đồng,Hải Phòng,,Phường Nam Đồng,,
Hải Dương,Hải Dương,Quyết Thắng,Hải Phòng,,Xã Quyết Thắng,,
Hải Dương,Hải Dương,Tiền Tiến,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Thạch Khôi,Hải Phòng,,Xã Thạch Khôi,,
Hải Dương,Hải Dương,Liên Hồng,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Tân Hưng,Hải Phòng,,Xã Tân Hưng,,
Hải Dương,Hải Dương,Gia Xuyên,Hải Phòng,,#N/A,,
Hải Dương,Hải Dương,Ngọc Sơn,Hải Phòng,,Xã Ngọc Sơn,,
Hải Dương,Chí Linh,Phả Lại,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Sao Đỏ,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Bến Tắm,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Hoàng Hoa Thám,Hải Phòng,,Xã Hoàng Hoa Thám,,
Hải Dương,Chí Linh,Bắc An,Hải Phòng,,Xã Bắc An Phụ,,
Hải Dương,Chí Linh,Hưng Đạo,Hải Phòng,,Xã Hưng Đạo,,
Hải Dương,Chí Linh,Lê Lợi,Hải Phòng,,Xã Lê Lợi,,
Hải Dương,Chí Linh,Hoàng Tiến,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Cộng Hoà,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Hoàng Tân,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Cổ Thành,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Văn An,Hải Phòng,,Phường Chu Văn An,,
Hải Dương,Chí Linh,Chí Minh,Hải Phòng,,Xã Chí Minh,,
Hải Dương,Chí Linh,Văn Đức,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Thái Học,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Nhân Huệ,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,An Lạc,Hải Phòng,,Xã An Lạc,,
Hải Dương,Chí Linh,Đồng Lạc,Hải Phòng,,#N/A,,
Hải Dương,Chí Linh,Tân Dân,Hải Phòng,,Phường Tân Dân,,
Hải Dương,Nam Sách,Thị trấn Nam Sách,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Nam Hưng,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Nam Tân,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Hợp Tiến,Hải Phòng,,Xã Hợp Tiến,,
Hải Dương,Nam Sách,Hiệp Cát,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Thanh Quang,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Quốc Tuấn,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Nam Chính,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,An Bình,Hải Phòng,,Phường An Bình,,
Hải Dương,Nam Sách,Nam Trung,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,An Sơn,Hải Phòng,,Xã Quan Sơn,,
Hải Dương,Nam Sách,Cộng Hòa,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Thái Tân,Hải Phòng,,Xã Thái Tân,,
Hải Dương,Nam Sách,An Lâm,Hải Phòng,,Xã Nam Ban Lâm Hà,,
Hải Dương,Nam Sách,Phú Điền,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Nam Hồng,Hải Phòng,,Phường Nam Hồng Lĩnh,,
Hải Dương,Nam Sách,Hồng Phong,Hải Phòng,,Xã Hồng Phong,,
Hải Dương,Nam Sách,Đồng Lạc,Hải Phòng,,#N/A,,
Hải Dương,Nam Sách,Minh Tân,Hải Phòng,,Xã Minh Tân,,
Hải Dương,Thị xã Kinh Môn,An Lưu,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Bạch Đằng,Hải Phòng,,Xã Bạch Đằng,,
Hải Dương,Thị xã Kinh Môn,Thất Hùng,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Lê Ninh,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Hoành Sơn,Hải Phòng,,Phường Hoành Sơn,,
Hải Dương,Thị xã Kinh Môn,Phạm Thái,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Duy Tân,Hải Phòng,,Phường Duy Tân,,
Hải Dương,Thị xã Kinh Môn,Tân Dân,Hải Phòng,,Phường Tân Dân,,
Hải Dương,Thị xã Kinh Môn,Minh Tân,Hải Phòng,,Xã Minh Tân,,
Hải Dương,Thị xã Kinh Môn,Quang Thành,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Hiệp Hòa,Hải Phòng,,Xã Hiệp Hòa,,
Hải Dương,Thị xã Kinh Môn,Phú Thứ,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Thăng Long,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Lạc Long,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,An Sinh,Hải Phòng,,Xã An Sinh,,
Hải Dương,Thị xã Kinh Môn,Hiệp Sơn,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Thượng Quận,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,An Phụ,Hải Phòng,,Xã Bắc An Phụ,,
Hải Dương,Thị xã Kinh Môn,Hiệp An,Hải Phòng,,Xã Lưu Nghiệp Anh,,
Hải Dương,Thị xã Kinh Môn,Long Xuyên,Hải Phòng,,Phường Long Xuyên,,
Hải Dương,Thị xã Kinh Môn,Thái Thịnh,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Hiến Thành,Hải Phòng,,#N/A,,
Hải Dương,Thị xã Kinh Môn,Minh Hòa,Hải Phòng,,Xã Minh Hòa,,
Hải Dương,Kim Thành,Thị trấn Phú Thái,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Lai Vu,Hải Phòng,,Xã Lai Vung,,
Hải Dương,Kim Thành,Cộng Hòa,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Thượng Vũ,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Cổ Dũng,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Tuấn Việt,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Kim Xuyên,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Phúc Thành A,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Ngũ Phúc,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Kim Anh,Hải Phòng,,Xã Kim Anh,,
Hải Dương,Kim Thành,Kim Liên,Hải Phòng,,Phường Kim Liên,,
Hải Dương,Kim Thành,Kim Tân,Hải Phòng,,Xã Kim Tân,,
Hải Dương,Kim Thành,Kim Đính,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Bình Dân,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Tam Kỳ,Hải Phòng,,Phường Tam Kỳ,,
Hải Dương,Kim Thành,Đồng Cẩm,Hải Phòng,,#N/A,,
Hải Dương,Kim Thành,Liên Hòa,Hải Phòng,,Xã Liên Hòa,,
Hải Dương,Kim Thành,Đại Đức,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thị trấn Thanh Hà,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Hồng Lạc,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Việt Hồng,Hải Phòng,,Xã Việt Hồng,,
Hải Dương,Thanh Hà,Tân Việt,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Cẩm Chế,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thanh An,Hải Phòng,,Xã Thanh An,,
Hải Dương,Thanh Hà,Thanh Lang,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Tân An,Hải Phòng,,Xã Tân An,,
Hải Dương,Thanh Hà,Liên Mạc,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thanh Hải,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thanh Khê,Hải Phòng,,Phường Thanh Khê,,
Hải Dương,Thanh Hà,Thanh Xá,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thanh Xuân,Hải Phòng,,Phường Thanh Xuân,,
Hải Dương,Thanh Hà,Thanh Thủy,Hải Phòng,,Phường Thanh Thủy,,
Hải Dương,Thanh Hà,An Phượng,Hải Phòng,,Xã Đan Phượng,,
Hải Dương,Thanh Hà,Thanh Sơn,Hải Phòng,,Phường Thanh Sơn,,
Hải Dương,Thanh Hà,Thanh Quang,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thanh Hồng,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Thanh Cường,Hải Phòng,,#N/A,,
Hải Dương,Thanh Hà,Vĩnh Lập,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Thị trấn Cẩm Giang,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Thị trấn Lai Cách,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Hưng,Hải Phòng,,Xã Cẩm Hưng,,
Hải Dương,Cẩm Giàng,Cẩm Hoàng,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Văn,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Ngọc Liên,Hải Phòng,,Xã Ngọc Liên,,
Hải Dương,Cẩm Giàng,Thạch Lỗi,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Vũ,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Đức Chính,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Định Sơn,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Lương Điền,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cao An,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Tân Trường,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Phúc,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Điền,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Đông,Hải Phòng,,#N/A,,
Hải Dương,Cẩm Giàng,Cẩm Đoài,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Thị trấn Kẻ Sặt,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Vĩnh Hưng,Hải Phòng,,Phường Vĩnh Hưng,,
Hải Dương,Bình Giang,Hùng Thắng,Hải Phòng,,Xã Hùng Thắng,,
Hải Dương,Bình Giang,Vĩnh Hồng,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Long Xuyên,Hải Phòng,,Phường Long Xuyên,,
Hải Dương,Bình Giang,Tân Việt,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Thúc Kháng,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Tân Hồng,Hải Phòng,,Xã Tân Hồng,,
Hải Dương,Bình Giang,Bình Minh,Hải Phòng,,Xã Bình Minh,,
Hải Dương,Bình Giang,Hồng Khê,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Thái Học,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Cổ Bì,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Nhân Quyền,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Thái Dương,Hải Phòng,,#N/A,,
Hải Dương,Bình Giang,Thái Hòa,Hải Phòng,,Phường Thái Hòa,,
Hải Dương,Bình Giang,Bình Xuyên,Hải Phòng,,Xã Bình Xuyên,,
Hải Dương,Gia Lộc,Thị trấn Gia Lộc,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Thống Nhất,Hải Phòng,,Xã Thống Nhất,,
Hải Dương,Gia Lộc,Yết Kiêu,Hải Phòng,,Xã Yết Kiêu,,
Hải Dương,Gia Lộc,Gia Tân,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Tân Tiến,Hải Phòng,,Phường Tân Tiến,,
Hải Dương,Gia Lộc,Gia Khánh,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Gia Lương,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Lê Lợi,Hải Phòng,,Xã Lê Lợi,,
Hải Dương,Gia Lộc,Toàn Thắng,Hải Phòng,,Xã Toàn Thắng,,
Hải Dương,Gia Lộc,Hoàng Diệu,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Hồng Hưng,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Phạm Trấn,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Đoàn Thượng,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Thống Kênh,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Quang Minh,Hải Phòng,,Xã Quang Minh,,
Hải Dương,Gia Lộc,Đồng Quang,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Nhật Tân,Hải Phòng,,#N/A,,
Hải Dương,Gia Lộc,Đức Xương,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Thị trấn Tứ Kỳ,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Đại Sơn,Hải Phòng,,Xã Đại Sơn,,
Hải Dương,Tứ Kỳ,Hưng Đạo,Hải Phòng,,Xã Hưng Đạo,,
Hải Dương,Tứ Kỳ,Ngọc Kỳ,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Bình Lăng,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Chí Minh,Hải Phòng,,Xã Chí Minh,,
Hải Dương,Tứ Kỳ,Tái Sơn,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Quang Phục,Hải Phòng,,#N/A,,
Hải Dương,Tứ Kỳ,Dân Chủ,Hải Phòng,,Xã Dân Chủ,,
Hải Dương,Tứ Kỳ,Tân Kỳ,Hải Phòng,,Xã Tân Kỳ,,
Hải Dương,Tứ Kỳ,Quang Khải,Hải Phòng,,#N/A,,
