Tỉnh Cũ,Huyện Cũ,Xã Cũ,Tỉnh Mới,Huyện Mới,Xã Mới,Nghị Quyết,Ngày Hiệu Lực
An Giang,Chợ Mới,Thị trấn Chợ Mới,An Giang,,#N/A,,
An Giang,Chợ Mới,Thị trấn Mỹ Luông,An Giang,,#N/A,,
An Giang,Chợ Mới,Kiến An,An Giang,,Phường Kiến An,,
An Giang,Chợ Mới,Mỹ Hội Đông,An Giang,,#N/A,,
An Giang,Chợ Mới,Long Điền A,An Giang,,#N/A,,
An Giang,Chợ Mới,Tấn Mỹ,An Giang,,#N/A,,
An Giang,Chợ Mới,Long Điền B,An Giang,,#N/A,,
An Giang,Chợ Mới,Kiến Thành,An Giang,,#N/A,,
An Giang,Chợ Mới,Mỹ Hiệp,An Giang,,Xã Mỹ Hiệp,,
An Giang,Chợ Mới,Mỹ An,An Giang,,Xã Mỹ An Hưng,,
An Giang,Chợ Mới,Nhơn Mỹ,An Giang,,Xã Nhơn Mỹ,,
An Giang,Chợ Mới,Long Giang,An Giang,,#N/A,,
An Giang,Chợ Mới,Long Kiến,An Giang,,Xã Long Kiến,,
An Giang,Chợ Mới,Bình Phước Xuân,An Giang,,#N/A,,
An Giang,Chợ Mới,An Thạnh Trung,An Giang,,#N/A,,
An Giang,Chợ Mới,Hội An,An Giang,,Xã Hội An,,
An Giang,Chợ Mới,Hòa Bình,An Giang,,Phường Hòa Bình,,
An Giang,Chợ Mới,Hòa An,An Giang,,Xã Hòa An,,
An Giang,Thoại Sơn,Thị trấn Núi Sập,An Giang,,#N/A,,
An Giang,Thoại Sơn,Thị trấn Phú Hoà,An Giang,,#N/A,,
An Giang,Thoại Sơn,Thị Trấn Óc Eo,An Giang,,#N/A,,
An Giang,Thoại Sơn,Tây Phú,An Giang,,Xã Tây Phú,,
An Giang,Thoại Sơn,An Bình,An Giang,,Phường An Bình,,
An Giang,Thoại Sơn,Vĩnh Phú,An Giang,,Xã Vĩnh Phú,,
An Giang,Thoại Sơn,Vĩnh Trạch,An Giang,,Xã Vĩnh Trạch,,
An Giang,Thoại Sơn,Phú Thuận,An Giang,,Xã Phú Thuận,,
An Giang,Thoại Sơn,Vĩnh Chánh,An Giang,,#N/A,,
An Giang,Thoại Sơn,Định Mỹ,An Giang,,Xã Định Mỹ,,
An Giang,Thoại Sơn,Định Thành,An Giang,,Xã Định Thành,,
An Giang,Thoại Sơn,Mỹ Phú Đông,An Giang,,#N/A,,
An Giang,Thoại Sơn,Vọng Đông,An Giang,,#N/A,,
An Giang,Thoại Sơn,Vĩnh Khánh,An Giang,,#N/A,,
An Giang,Thoại Sơn,Thoại Giang,An Giang,,#N/A,,
An Giang,Thoại Sơn,Bình Thành,An Giang,,Xã Bình Thành,,
An Giang,Thoại Sơn,Vọng Thê,An Giang,,#N/A,,
Kiên Giang,Rạch Giá,Vĩnh Thanh Vân,An Giang,,#N/A,,
Kiên Giang,Rạch Giá,Vĩnh Thanh,An Giang,,Xã Vĩnh Thanh,,
Kiên Giang,Rạch Giá,Vĩnh Quang,An Giang,,Xã Vĩnh Quang,,
Kiên Giang,Rạch Giá,Vĩnh Hiệp,An Giang,,#N/A,,
Kiên Giang,Rạch Giá,Vĩnh Bảo,An Giang,,Xã Vĩnh Bảo,,
Kiên Giang,Rạch Giá,Vĩnh Lạc,An Giang,,#N/A,,
Kiên Giang,Rạch Giá,An Hòa,An Giang,,Xã An Hòa,,
Kiên Giang,Rạch Giá,An Bình,An Giang,,Phường An Bình,,
Kiên Giang,Rạch Giá,Rạch Sỏi,An Giang,,#N/A,,
Kiên Giang,Rạch Giá,Vĩnh Lợi,An Giang,,Phường Vĩnh Lợi,,
Kiên Giang,Rạch Giá,Vĩnh Thông,An Giang,,Xã Vĩnh Thông,,
Kiên Giang,Rạch Giá,Phi Thông,An Giang,,#N/A,,
Kiên Giang,Hà Tiên,Tô Châu,An Giang,,Xã Tô Châu,,
Kiên Giang,Hà Tiên,Đông Hồ,An Giang,,#N/A,,
Kiên Giang,Hà Tiên,Bình San,An Giang,,#N/A,,
Kiên Giang,Hà Tiên,Pháo Đài,An Giang,,#N/A,,
Kiên Giang,Hà Tiên,Mỹ Đức,An Giang,,Xã Mỹ Đức,,
Kiên Giang,Hà Tiên,Tiên Hải,An Giang,,Phường Tiên Hải,,
Kiên Giang,Hà Tiên,Thuận Yên,An Giang,,#N/A,,
Kiên Giang,Kiên Lương,Thị trấn Kiên Lương,An Giang,,#N/A,,
Kiên Giang,Kiên Lương,Kiên Bình,An Giang,,#N/A,,
Kiên Giang,Kiên Lương,Hòa Điền,An Giang,,Xã Hòa Điền,,
Kiên Giang,Kiên Lương,Dương Hòa,An Giang,,Xã Dương Hòa,,
Kiên Giang,Kiên Lương,Bình An,An Giang,,Xã Bình An,,
Kiên Giang,Kiên Lương,Bình Trị,An Giang,,Phường Bình Trị Đông,,
Kiên Giang,Kiên Lương,Sơn Hải,An Giang,,Phường Sơn Hải,,
Kiên Giang,Kiên Lương,Hòn Nghệ,An Giang,,Phường Hòn Nghệ,,
Kiên Giang,Hòn Đất,Thị trấn Hòn Đất,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Thị trấn Sóc Sơn,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Bình Sơn,An Giang,,Phường Bình Sơn,,
Kiên Giang,Hòn Đất,Bình Giang,An Giang,,Phường Bình Giang,,
Kiên Giang,Hòn Đất,Mỹ Thái,An Giang,,Xã Mỹ Thái,,
Kiên Giang,Hòn Đất,Nam Thái Sơn,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Mỹ Hiệp Sơn,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Sơn Kiên,An Giang,,Xã Sơn Kiên,,
Kiên Giang,Hòn Đất,Sơn Bình,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Mỹ Thuận,An Giang,,Xã Mỹ Thuận,,
Kiên Giang,Hòn Đất,Lình Huỳnh,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Thổ Sơn,An Giang,,#N/A,,
Kiên Giang,Hòn Đất,Mỹ Lâm,An Giang,,Xã Mỹ Lâm,,
Kiên Giang,Hòn Đất,Mỹ Phước,An Giang,,Phường Mỹ Phước,,
Kiên Giang,Tân Hiệp,Thị trấn Tân Hiệp,An Giang,,#N/A,,
Kiên Giang,Tân Hiệp,Tân Hội,An Giang,,Xã Tân Hội,,
Kiên Giang,Tân Hiệp,Tân Thành,An Giang,,Xã Tân Thành,,
Kiên Giang,Tân Hiệp,Tân Hiệp B,An Giang,,#N/A,,
Kiên Giang,Tân Hiệp,Tân Hoà,An Giang,,Xã Tân Hoà,,
Kiên Giang,Tân Hiệp,Thạnh Đông B,An Giang,,#N/A,,
Kiên Giang,Tân Hiệp,Thạnh Đông,An Giang,,Xã Bình Thạnh Đông,,
Kiên Giang,Tân Hiệp,Tân Hiệp A,An Giang,,#N/A,,
Kiên Giang,Tân Hiệp,Tân An,An Giang,,Xã Tân An,,
Kiên Giang,Tân Hiệp,Thạnh Đông A,An Giang,,#N/A,,
Kiên Giang,Tân Hiệp,Thạnh Trị,An Giang,,Xã Thạnh Trị,,
Kiên Giang,Châu Thành,Thị trấn Minh Lương,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Mong Thọ A,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Mong Thọ B,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Mong Thọ,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Giục Tượng,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Vĩnh Hòa Hiệp,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Vĩnh Hoà Phú,An Giang,,#N/A,,
Kiên Giang,Châu Thành,Minh Hòa,An Giang,,Xã Minh Hòa,,
Kiên Giang,Châu Thành,Bình An,An Giang,,Xã Bình An,,
Kiên Giang,Châu Thành,Thạnh Lộc,An Giang,,Xã Thạnh Lộc,,
Kiên Giang,Giồng Riềng,Thị Trấn Giồng Riềng,An Giang,,#N/A,,
Kiên Giang,Giồng Riềng,Thạnh Hưng,An Giang,,Xã Thạnh Hưng,,
Kiên Giang,Giồng Riềng,Thạnh Phước,An Giang,,Xã Thạnh Phước,,
Kiên Giang,Giồng Riềng,Thạnh Lộc,An Giang,,Xã Thạnh Lộc,,
Kiên Giang,Giồng Riềng,Thạnh Hòa,An Giang,,Xã Thạnh Hòa,,
Kiên Giang,Giồng Riềng,Thạnh Bình,An Giang,,Xã Thạnh Bình,,
Kiên Giang,Giồng Riềng,Bàn Thạch,An Giang,,Phường Bàn Thạch,,
Kiên Giang,Giồng Riềng,Bàn Tân Định,An Giang,,#N/A,,
Kiên Giang,Giồng Riềng,Ngọc Thành,An Giang,,#N/A,,
Kiên Giang,Giồng Riềng,Ngọc Chúc,An Giang,,Xã Ngọc Chúc,,
Kiên Giang,Giồng Riềng,Ngọc Thuận,An Giang,,#N/A,,
Kiên Giang,Giồng Riềng,Hòa Hưng,An Giang,,Xã Hòa Hưng,,
Kiên Giang,Giồng Riềng,Hoà Lợi,An Giang,,#N/A,,
Kiên Giang,Giồng Riềng,Hoà An,An Giang,,#N/A,,
Kiên Giang,Giồng Riềng,Long Thạnh,An Giang,,Xã Long Thạnh,,
Kiên Giang,Giồng Riềng,Vĩnh Thạnh,An Giang,,Phường Vĩnh Thạnh Trung,,
Kiên Giang,Giồng Riềng,Vĩnh Phú,An Giang,,Xã Vĩnh Phú,,
Kiên Giang,Giồng Riềng, Hòa Thuận,An Giang,,Xã Hòa Thuận,,
Kiên Giang,Giồng Riềng,Ngọc Hoà,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Thị trấn Gò Quao,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Vĩnh Hòa Hưng Bắc,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Định Hòa,An Giang,,Xã Định Hòa,,
Kiên Giang,Gò Quao,Thới Quản,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Định An,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Thủy Liễu,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Vĩnh Hòa Hưng Nam,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Vĩnh Phước A,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Vĩnh Phước B,An Giang,,#N/A,,
Kiên Giang,Gò Quao,Vĩnh Tuy,An Giang,,Xã Vĩnh Tuy,,
Kiên Giang,Gò Quao,Vĩnh Thắng,An Giang,,#N/A,,
Kiên Giang,An Biên,Thị trấn Thứ Ba,An Giang,,#N/A,,
Kiên Giang,An Biên,Tây Yên,An Giang,,Xã Tây Yên,,
Kiên Giang,An Biên,Tây Yên A,An Giang,,#N/A,,
Kiên Giang,An Biên,Nam Yên,An Giang,,#N/A,,
Kiên Giang,An Biên,Hưng Yên,An Giang,,#N/A,,
Kiên Giang,An Biên,Nam Thái,An Giang,,Xã Nam Thái Ninh,,
Kiên Giang,An Biên,Nam Thái A,An Giang,,#N/A,,
Kiên Giang,An Biên,Đông Thái,An Giang,,Xã Đông Thái,,
Kiên Giang,An Biên,Đông Yên,An Giang,,#N/A,,
Kiên Giang,An Minh,Thị trấn Thứ Mười Một,An Giang,,#N/A,,
Kiên Giang,An Minh,Thuận Hoà,An Giang,,#N/A,,
Kiên Giang,An Minh,Đông Hòa,An Giang,,Xã Đông Hòa,,
Kiên Giang,An Minh,Đông Thạnh,An Giang,,Xã Đông Thạnh,,
Kiên Giang,An Minh,Tân Thạnh,An Giang,,Xã Tân Thạnh,,
Kiên Giang,An Minh,Đông Hưng,An Giang,,Xã Đông Hưng,,
Kiên Giang,An Minh,Đông Hưng A,An Giang,,#N/A,,
Kiên Giang,An Minh,Đông Hưng B,An Giang,,#N/A,,
Kiên Giang,An Minh,Vân Khánh,An Giang,,Xã Vân Khánh,,
Kiên Giang,An Minh,Vân Khánh Đông,An Giang,,#N/A,,
Kiên Giang,An Minh,Vân Khánh Tây,An Giang,,#N/A,,
Kiên Giang,Vĩnh Thuận,Thị trấn Vĩnh Thuận,An Giang,,#N/A,,
Kiên Giang,Vĩnh Thuận,Vĩnh Bình Bắc,An Giang,,#N/A,,
Kiên Giang,Vĩnh Thuận,Vĩnh Bình Nam,An Giang,,#N/A,,
Kiên Giang,Vĩnh Thuận,Bình Minh,An Giang,,Xã Bình Minh,,
Kiên Giang,Vĩnh Thuận,Vĩnh Thuận,An Giang,,Xã Vĩnh Thuận,,
Kiên Giang,Vĩnh Thuận,Tân Thuận,An Giang,,Xã Tân Thuận,,
Kiên Giang,Vĩnh Thuận,Phong Đông,An Giang,,#N/A,,
Kiên Giang,Vĩnh Thuận,Vĩnh Phong,An Giang,,Xã Vĩnh Phong,,
Kiên Giang,Phú Quốc,Dương Đông,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,An Thới,An Giang,,Xã An Thới Đông,,
Kiên Giang,Phú Quốc,Cửa Cạn,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,Gành Dầu,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,Cửa Dương,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,Hàm Ninh,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,Dương Tơ,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,Bãi Thơm,An Giang,,#N/A,,
Kiên Giang,Phú Quốc,Thổ Châu,An Giang,,Phường Thổ Châu,,
Kiên Giang,Kiên Hải,Hòn Tre,An Giang,,#N/A,,
Kiên Giang,Kiên Hải,Lại Sơn,An Giang,,#N/A,,
Kiên Giang,Kiên Hải,An Sơn,An Giang,,Xã Quan Sơn,,
Kiên Giang,Kiên Hải,Nam Du,An Giang,,#N/A,,
Kiên Giang,U Minh Thượng,Thạnh Yên,An Giang,,#N/A,,
Kiên Giang,U Minh Thượng,Thạnh Yên A,An Giang,,#N/A,,
Kiên Giang,U Minh Thượng,An Minh Bắc,An Giang,,#N/A,,
Kiên Giang,U Minh Thượng,Vĩnh Hòa,An Giang,,Xã Vĩnh Hòa,,
Kiên Giang,U Minh Thượng,Hoà Chánh,An Giang,,#N/A,,
Kiên Giang,U Minh Thượng,Minh Thuận,An Giang,,#N/A,,
Kiên Giang,Giang Thành,Vĩnh Phú,An Giang,,Xã Vĩnh Phú,,
Kiên Giang,Giang Thành,Vĩnh Điều,An Giang,,Xã Vĩnh Điều,,
Kiên Giang,Giang Thành,Tân Khánh Hòa,An Giang,,#N/A,,
Kiên Giang,Giang Thành,Phú Lợi,An Giang,,Phường Phú Lợi,,
Kiên Giang,Giang Thành,Phú Mỹ,An Giang,,Xã Phú Mỹ,,
Cần Thơ,Ninh Kiều,Cái Khế,Cần Thơ,,Phường Cái Khế,,
Cần Thơ,Ninh Kiều,An Hòa,Cần Thơ,,Xã An Hòa,,
Cần Thơ,Ninh Kiều,Thới Bình,Cần Thơ,,Phường Thới Bình,,
Cần Thơ,Ninh Kiều,An Nghiệp,Cần Thơ,,#N/A,,
Cần Thơ,Ninh Kiều,An Cư,Cần Thơ,,Xã An Cư,,
Cần Thơ,Ninh Kiều,Tân An,Cần Thơ,,Xã Tân An,,
Cần Thơ,Ninh Kiều,An Phú,Cần Thơ,,Xã An Phú,,
Cần Thơ,Ninh Kiều,Xuân Khánh,Cần Thơ,,#N/A,,
Cần Thơ,Ninh Kiều,Hưng Lợi,Cần Thơ,,#N/A,,
Cần Thơ,Ninh Kiều,An Khánh,Cần Thơ,,Xã An Khánh,,
Cần Thơ,Ninh Kiều,An Bình,Cần Thơ,,Phường An Bình,,
Cần Thơ,Ô Môn,Châu Văn Liêm,Cần Thơ,,#N/A,,
Cần Thơ,Ô Môn,Thới Hòa,Cần Thơ,,Phường Thới Hòa,,
Cần Thơ,Ô Môn,Thới Long,Cần Thơ,,Phường Thới Long,,
Cần Thơ,Ô Môn,Long Hưng,Cần Thơ,,Xã Long Hưng,,
Cần Thơ,Ô Môn,Thới An,Cần Thơ,,Xã Thạnh Thới An,,
Cần Thơ,Ô Môn,Phước Thới,Cần Thơ,,Phường Phước Thới,,
Cần Thơ,Ô Môn,Trường Lạc,Cần Thơ,,#N/A,,
Cần Thơ,Bình Thuỷ,Bình Thủy,Cần Thơ,,Phường Bình Thủy,,
Cần Thơ,Bình Thuỷ,Trà An,Cần Thơ,,#N/A,,
Cần Thơ,Bình Thuỷ,Trà Nóc,Cần Thơ,,#N/A,,
Cần Thơ,Bình Thuỷ,Thới An Đông,Cần Thơ,,Phường Thới An Đông,,
Cần Thơ,Bình Thuỷ,An Thới,Cần Thơ,,Xã An Thới Đông,,
Cần Thơ,Bình Thuỷ,Bùi Hữu Nghĩa,Cần Thơ,,#N/A,,
Cần Thơ,Bình Thuỷ,Long Hòa,Cần Thơ,,Xã Long Hòa,,
Cần Thơ,Bình Thuỷ,Long Tuyền,Cần Thơ,,Phường Long Tuyền,,
Cần Thơ,Cái Răng,Lê Bình,Cần Thơ,,#N/A,,
Cần Thơ,Cái Răng,Hưng Phú,Cần Thơ,,Phường Hưng Phú,,
Cần Thơ,Cái Răng,Hưng Thạnh,Cần Thơ,,Xã Hưng Thạnh,,
Cần Thơ,Cái Răng,Ba Láng,Cần Thơ,,#N/A,,
Cần Thơ,Cái Răng,Thường Thạnh,Cần Thơ,,#N/A,,
Cần Thơ,Cái Răng,Phú Thứ,Cần Thơ,,#N/A,,
Cần Thơ,Cái Răng,Tân Phú,Cần Thơ,,Xã Tân Phú,,
Cần Thơ,Thốt Nốt,Thốt Nốt,Cần Thơ,,Phường Thốt Nốt,,
Cần Thơ,Thốt Nốt,Thới Thuận,Cần Thơ,,Xã Thới Thuận,,
Cần Thơ,Thốt Nốt,Thuận An,Cần Thơ,,Xã Thuận An,,
Cần Thơ,Thốt Nốt,Tân Lộc,Cần Thơ,,Xã Tân Lộc,,
Cần Thơ,Thốt Nốt,Trung Nhứt,Cần Thơ,,Phường Trung Nhứt,,
Cần Thơ,Thốt Nốt,Thạnh Hoà,Cần Thơ,,#N/A,,
Cần Thơ,Thốt Nốt,Trung Kiên,Cần Thơ,,#N/A,,
Cần Thơ,Thốt Nốt,Tân Hưng,Cần Thơ,,Xã Tân Hưng,,
Cần Thơ,Thốt Nốt,Thuận Hưng,Cần Thơ,,Phường Thuận Hưng,,
Cần Thơ,Vĩnh Thạnh,Vĩnh Bình,Cần Thơ,,Xã Vĩnh Bình,,
Cần Thơ,Vĩnh Thạnh,Thị trấn Thanh An,Cần Thơ,,#N/A,,
Cần Thơ,Vĩnh Thạnh,Thị trấn Vĩnh Thạnh,Cần Thơ,,#N/A,,
Cần Thơ,Vĩnh Thạnh,Thạnh Mỹ,Cần Thơ,,Xã Thạnh Mỹ Tây,,
Cần Thơ,Vĩnh Thạnh,Vĩnh Trinh,Cần Thơ,,Xã Vĩnh Trinh,,
Cần Thơ,Vĩnh Thạnh,Thạnh An,Cần Thơ,,Xã Thạnh An,,
Cần Thơ,Vĩnh Thạnh,Thạnh Tiến,Cần Thơ,,#N/A,,
Cần Thơ,Vĩnh Thạnh,Thạnh Thắng,Cần Thơ,,#N/A,,
Cần Thơ,Vĩnh Thạnh,Thạnh Lợi,Cần Thơ,,Xã Ninh Thạnh Lợi,,
Cần Thơ,Vĩnh Thạnh,Thạnh Qưới,Cần Thơ,,#N/A,,
Cần Thơ,Vĩnh Thạnh,Thạnh Lộc,Cần Thơ,,Xã Thạnh Lộc,,
Cần Thơ,Cờ Đỏ,Trung An,Cần Thơ,,Xã Trung An,,
Cần Thơ,Cờ Đỏ,Trung Thạnh,Cần Thơ,,#N/A,,
Cần Thơ,Cờ Đỏ,Thạnh Phú,Cần Thơ,,Phường Thạnh Phú,,
Cần Thơ,Cờ Đỏ,Trung Hưng,Cần Thơ,,Xã Trung Hưng,,
Cần Thơ,Cờ Đỏ,Thị trấn Cờ Đỏ,Cần Thơ,,#N/A,,
Cần Thơ,Cờ Đỏ,Thới Hưng,Cần Thơ,,Phường Thới Hưng,,
Cần Thơ,Cờ Đỏ,Đông Hiệp,Cần Thơ,,Xã Đông Hiệp,,
Cần Thơ,Cờ Đỏ,Đông Thắng,Cần Thơ,,#N/A,,
Cần Thơ,Cờ Đỏ,Thới Đông,Cần Thơ,,Xã An Thới Đông,,
Cần Thơ,Cờ Đỏ,Thới Xuân,Cần Thơ,,#N/A,,
Cần Thơ,Phong Điền,Thị trấn Phong Điền,Cần Thơ,,#N/A,,
Cần Thơ,Phong Điền,Nhơn Ái,Cần Thơ,,Xã Nhơn Ái,,
Cần Thơ,Phong Điền,Giai Xuân,Cần Thơ,,Xã Giai Xuân,,
Cần Thơ,Phong Điền,Tân Thới,Cần Thơ,,Xã Tân Thới,,
Cần Thơ,Phong Điền,Trường Long,Cần Thơ,,Phường Trường Long,,
Cần Thơ,Phong Điền,Mỹ Khánh,Cần Thơ,,#N/A,,
Cần Thơ,Phong Điền,Nhơn Nghĩa,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Thị trấn Thới Lai,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Thới Thạnh,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Tân Thạnh,Cần Thơ,,Xã Tân Thạnh,,
Cần Thơ,Thới Lai,Xuân Thắng,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Đông Bình,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Đông Thuận,Cần Thơ,,Xã Đông Thuận,,
Cần Thơ,Thới Lai,Thới Tân,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Trường Thắng,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Định Môn,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Trường Thành,Cần Thơ,,Xã Trường Thành,,
Cần Thơ,Thới Lai,Trường Xuân,Cần Thơ,,Xã Trường Xuân,,
Cần Thơ,Thới Lai,Trường Xuân A,Cần Thơ,,#N/A,,
Cần Thơ,Thới Lai,Trường Xuân B,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thanh,I,Cần Thơ,,Xã An Biên,,
Hậu Giang,Vị Thanh,III,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thanh,IV,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thanh,V,Cần Thơ,,Xã Chợ Vàm,,
Hậu Giang,Vị Thanh,VII,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thanh,Vị Tân,Cần Thơ,,Phường Vị Tân,,
Hậu Giang,Vị Thanh,Hoả Lựu,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thanh,Tân Tiến,Cần Thơ,,Phường Tân Tiến,,
Hậu Giang,Vị Thanh,Hoả Tiến,Cần Thơ,,#N/A,,
Hậu Giang,Ngã Bảy,Ngã Bảy,Cần Thơ,,Phường Ngã Bảy,,
Hậu Giang,Ngã Bảy,Lái Hiếu,Cần Thơ,,#N/A,,
Hậu Giang,Ngã Bảy,Hiệp Thành,Cần Thơ,,Xã Hiệp Thành,,
Hậu Giang,Ngã Bảy,Hiệp Lợi,Cần Thơ,,#N/A,,
Hậu Giang,Ngã Bảy,Đại Thành,Cần Thơ,,Xã Đại Thành,,
Hậu Giang,Ngã Bảy,Tân Thành,Cần Thơ,,Xã Tân Thành,,
Hậu Giang,Châu Thành A,Thị trấn Một Ngàn,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành A,Tân Hoà,Cần Thơ,,Xã Tân Hoà,,
Hậu Giang,Châu Thành A,Thị trấn Bảy Ngàn,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành A,Trường Long Tây,Cần Thơ,,Xã Trường Long Tây,,
Hậu Giang,Châu Thành A,Trường Long A,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành A,Nhơn Nghĩa A,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành A,Thị trấn Rạch Gòi,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành A,Thạnh Xuân,Cần Thơ,,Xã Thạnh Xuân,,
Hậu Giang,Châu Thành A,Thị trấn Cái Tắc,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành A,Tân Phú Thạnh,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành,Thị Trấn Ngã Sáu,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành,Đông Thạnh,Cần Thơ,,Xã Đông Thạnh,,
Hậu Giang,Châu Thành,Đông Phú,Cần Thơ,,Xã Đông Phú,,
Hậu Giang,Châu Thành,Phú Hữu,Cần Thơ,,Xã Phú Hữu,,
Hậu Giang,Châu Thành,Phú Tân,Cần Thơ,,Xã Phú Tân,,
Hậu Giang,Châu Thành,Thị trấn Mái Dầm,Cần Thơ,,#N/A,,
Hậu Giang,Châu Thành,Đông Phước,Cần Thơ,,Xã Đông Phước,,
Hậu Giang,Châu Thành,Đông Phước A,Cần Thơ,,#N/A,,
Hậu Giang,Phụng Hiệp,Thị trấn Kinh Cùng,Cần Thơ,,#N/A,,
Hậu Giang,Phụng Hiệp,Thị trấn Cây Dương,Cần Thơ,,#N/A,,
Hậu Giang,Phụng Hiệp,Tân Bình,Cần Thơ,,Xã Tân Bình,,
Hậu Giang,Phụng Hiệp,Bình Thành,Cần Thơ,,Xã Bình Thành,,
Hậu Giang,Phụng Hiệp,Thạnh Hòa,Cần Thơ,,Xã Thạnh Hòa,,
Hậu Giang,Phụng Hiệp,Long Thạnh,Cần Thơ,,Xã Long Thạnh,,
Hậu Giang,Phụng Hiệp,Phụng Hiệp,Cần Thơ,,Xã Phụng Hiệp,,
Hậu Giang,Phụng Hiệp,Hòa Mỹ,Cần Thơ,,Xã Hòa Mỹ,,
Hậu Giang,Phụng Hiệp,Hòa An,Cần Thơ,,Xã Hòa An,,
Hậu Giang,Phụng Hiệp,Phương Bình,Cần Thơ,,Xã Phương Bình,,
Hậu Giang,Phụng Hiệp,Hiệp Hưng,Cần Thơ,,Phường Hiệp Hưng,,
Hậu Giang,Phụng Hiệp,Tân Phước Hưng,Cần Thơ,,Phường Tân Phước Hưng,,
Hậu Giang,Phụng Hiệp,Thị trấn Búng Tàu,Cần Thơ,,#N/A,,
Hậu Giang,Phụng Hiệp,Phương Phú,Cần Thơ,,#N/A,,
Hậu Giang,Phụng Hiệp,Tân Long,Cần Thơ,,Xã Tân Long,,
Hậu Giang,Vị Thuỷ,Thị trấn Nàng Mau,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vị Trung,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vị Thuỷ,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vị Thắng,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vĩnh Thuận Tây,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vĩnh Trung,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vĩnh Tường,Cần Thơ,,Xã Vĩnh Tường,,
Hậu Giang,Vị Thuỷ,Vị Đông,Cần Thơ,,#N/A,,
Hậu Giang,Vị Thuỷ,Vị Thanh,Cần Thơ,,Phường Vị Thanh,,
Hậu Giang,Vị Thuỷ,Vị Bình,Cần Thơ,,#N/A,,
Hậu Giang,Long Mỹ,Thuận Hưng,Cần Thơ,,Phường Thuận Hưng,,
Hậu Giang,Long Mỹ,Thuận Hòa,Cần Thơ,,Xã Thuận Hòa,,
Hậu Giang,Long Mỹ,Vĩnh Thuận Đông,Cần Thơ,,Xã Vĩnh Thuận Đông,,
Hậu Giang,Long Mỹ,Thị trấn Vĩnh Viễn,Cần Thơ,,#N/A,,
Hậu Giang,Long Mỹ,Vĩnh Viễn A,Cần Thơ,,#N/A,,
Hậu Giang,Long Mỹ,Lương Tâm,Cần Thơ,,Xã Lương Tâm,,
